"","indication_category","concept_id","concept_code","concept_name","domain_id","vocabulary_id"
"1603","Skin infection",4210750,"56892000","Nonvenomous insect bite of chest wall with infection","Condition","SNOMED"
"1604","Skin infection",4213341,"801006","Nonvenomous insect bite of foot with infection","Condition","SNOMED"
"1605","Skin infection",4214438,"414492009","Infectious eczematoid dermatitis","Condition","SNOMED"
"1606","Skin infection",4216263,"72168007","Carbuncle of back, except buttock","Condition","SNOMED"
"1607","Skin infection",4218406,"82074004","Achromic skin lesions of pinta","Condition","SNOMED"
"1608","Skin infection",4218647,"41804000","Blister of axilla with infection","Condition","SNOMED"
"1609","Skin infection",4218760,"72936003","Acne atrophica","Condition","SNOMED"
"1610","Skin infection",4219067,"82454002","Carbuncle of nasal septum","Condition","SNOMED"
"1611","Skin infection",4219819,"41958008","Nonvenomous insect bite of back with infection","Condition","SNOMED"
"1612","Skin infection",4219870,"399929008","Bowenoid papulosis of anus (AIN III)","Condition","SNOMED"
"1613","Skin infection",4220002,"416675009","Furuncle","Condition","SNOMED"
"1614","Skin infection",4220644,"399008001","Deep bacterial folliculitis","Condition","SNOMED"
"1615","Skin infection",4220824,"825003","Superficial injury of axilla with infection","Condition","SNOMED"
"1616","Skin infection",4220827,"82512002","Blister of back with infection","Condition","SNOMED"
"1617","Skin infection",4220997,"82796002","Scrofuloderma","Condition","SNOMED"
"1618","Skin infection",4221875,"84070009","Nonvenomous insect bite of axilla with infection","Condition","SNOMED"
"1619","Skin infection",4223376,"84204007","Abrasion and/or friction burn of scrotum with infection","Condition","SNOMED"
"1620","Skin infection",4227430,"88411000","Blister of anus with infection","Condition","SNOMED"
"1621","Skin infection",4227594,"88616000","Acne vulgaris","Condition","SNOMED"
"1622","Skin infection",4228701,"88646002","Blister of penis with infection","Condition","SNOMED"
"1623","Skin infection",4230386,"359749002","Circinate impetigo","Condition","SNOMED"
"1624","Skin infection",4230388,"359751003","Impetigo due to Staphylococcus aureus","Condition","SNOMED"
"1625","Skin infection",4230505,"89274006","Carbuncle of temple region","Condition","SNOMED"
"1626","Skin infection",4234232,"90204000","Carbuncle of scalp","Condition","SNOMED"
"1627","Skin infection",4235280,"90942002","Furuncle of thigh","Condition","SNOMED"
"1628","Skin infection",4237587,"58213005","Bacillary angiomatosis","Condition","SNOMED"
"1629","Skin infection",4238684,"58540009","Carbuncle of thumb","Condition","SNOMED"
"1630","Skin infection",4238732,"91221002","Furuncle of abdominal wall","Condition","SNOMED"
"1631","Skin infection",4239550,"91554004","Condyloma latum","Condition","SNOMED"
"1632","Skin infection",4241223,"59393003","Hidradenitis suppurativa","Condition","SNOMED"
"1633","Skin infection",4242113,"59663001","Adult premenstrual acne","Condition","SNOMED"
"1634","Skin infection",4242126,"59721007","Congenital syphilitic pemphigus","Condition","SNOMED"
"1635","Skin infection",4243179,"3841004","Blister of cheek with infection","Condition","SNOMED"
"1636","Skin infection",4243513,"59172008","Pustular acne","Condition","SNOMED"
"1637","Skin infection",4245526,"60684003","SAPHO syndrome","Condition","SNOMED"
"1638","Skin infection",4247171,"60198007","Furuncle of axilla","Condition","SNOMED"
"1639","Skin infection",4247528,"61251002","Plantar hyperkeratosis of yaws","Condition","SNOMED"
"1640","Skin infection",4247926,"72512006","Abrasion and/or friction burn of nose with infection","Condition","SNOMED"
"1641","Skin infection",4257827,"410039003","Mycetoma","Condition","SNOMED"
"1642","Skin infection",4260680,"45072005","Acne necrotica miliaris","Condition","SNOMED"
"1643","Skin infection",4261626,"45126009","Carbuncle of knee","Condition","SNOMED"
"1644","Skin infection",4261688,"35542008","Chancriform pyoderma","Condition","SNOMED"
"1645","Skin infection",4262214,"45915002","Nonvenomous insect bite of upper arm with infection","Condition","SNOMED"
"1646","Skin infection",4263196,"4659007","Acne fulminans","Condition","SNOMED"
"1647","Skin infection",4263369,"36175004","Furuncle of heel","Condition","SNOMED"
"1648","Skin infection",4263428,"61383005","Abrasion and/or friction burn of ear with infection","Condition","SNOMED"
"1649","Skin infection",4263692,"6066007","Carbuncle of anus","Condition","SNOMED"
"1650","Skin infection",4264201,"47277009","Izumi fever","Condition","SNOMED"
"1651","Skin infection",4264888,"61099007","Rubeola scarlatinosa","Condition","SNOMED"
"1652","Skin infection",4266498,"61624008","Chronic recurrent streptococcal erysipelas","Condition","SNOMED"
"1653","Skin infection",4266791,"400079002","Infected eczema","Condition","SNOMED"
"1654","Skin infection",4266804,"400118002","Bowenoid papulosis of penis (PIN III)","Condition","SNOMED"
"1655","Skin infection",4268929,"62558006","Dyschromic skin lesions of pinta","Condition","SNOMED"
"1656","Skin infection",4269876,"399911003","Bowenoid papulosis of vulva (VIN III)","Condition","SNOMED"
"1657","Skin infection",4270203,"63757006","Osler's node","Condition","SNOMED"
"1658","Skin infection",4270206,"63767001","Carbuncle of ear","Condition","SNOMED"
"1659","Skin infection",4270886,"399990001","Bowenoid papulosis of vulva","Condition","SNOMED"
"1660","Skin infection",4273555,"63808004","Tuberculous chancre","Condition","SNOMED"
"1661","Skin infection",4274787,"64831005","Abrasion and/or friction burn of shoulder with infection","Condition","SNOMED"
"1662","Skin infection",4275118,"65208005","Carbuncle of thigh","Condition","SNOMED"
"1663","Skin infection",4276193,"64650008","Cutaneous nocardiosis","Condition","SNOMED"
"1664","Skin infection",4276198,"64681004","Carbuncle of ankle","Condition","SNOMED"
"1665","Skin infection",4277451,"64786000","Furuncle of thumb","Condition","SNOMED"
"1666","Skin infection",4277942,"65968003","Carbuncle of perineum","Condition","SNOMED"
"1667","Skin infection",4279304,"66186006","Furuncle of anus","Condition","SNOMED"
"1668","Skin infection",4279375,"36688000","Furuncle of breast","Condition","SNOMED"
"1669","Skin infection",4280200,"66371007","Abrasion and/or friction burn of upper arm with infection","Condition","SNOMED"
"1670","Skin infection",4281836,"67077008","Abrasion and/or friction burn of axilla with infection","Condition","SNOMED"
"1671","Skin infection",4282319,"66356008","Carbuncle of shoulder","Condition","SNOMED"
"1672","Skin infection",4287930,"397176006","Splinter in skin with infection","Condition","SNOMED"
"1673","Skin infection",4289612,"69588003","Erythema chronica migrans","Condition","SNOMED"
"1674","Skin infection",4290077,"70413005","Dermatophilosis due to Dermatophilus congolensis","Condition","SNOMED"
"1675","Skin infection",4290718,"402129006","Actinomycetoma due to Nocardia infection","Condition","SNOMED"
"1676","Skin infection",4290723,"402145008","Dermatosis due to Diptera","Condition","SNOMED"
"1677","Skin infection",4290758,"37160003","Pintid","Condition","SNOMED"
"1678","Skin infection",4291288,"402641003","Acne of external origin","Condition","SNOMED"
"1679","Skin infection",4291305,"402705006","Infective dermatosis of male genitalia","Condition","SNOMED"
"1680","Skin infection",4291312,"37560007","Carbuncle of upper arm","Condition","SNOMED"
"1681","Skin infection",4291604,"402913004","Bowenoid papulosis","Condition","SNOMED"
"1682","Skin infection",4291608,"402924002","Recurrent erysipelas","Condition","SNOMED"
"1683","Skin infection",4291611,"402937004","Streptococcal infection of skin","Condition","SNOMED"
"1684","Skin infection",4291612,"402956009","Localized cutaneous gonococcal infection","Condition","SNOMED"
"1685","Skin infection",4291665,"37589009","Furuncle of wrist","Condition","SNOMED"
"1686","Skin infection",4293282,"402958005","Gonococcal bacteremia-induced pustular vasculitis","Condition","SNOMED"
"1687","Skin infection",4293283,"402976003","Mycobacterium kansasii infection of skin","Condition","SNOMED"
"1688","Skin infection",4293284,"402983005","Mycobacterium malmoense infection of skin","Condition","SNOMED"
"1689","Skin infection",4293285,"402985003","Actinomycetoma due to Nocardia brasiliensis","Condition","SNOMED"
"1690","Skin infection",4293286,"402987006","Actinomycetoma due to Nocardia otitidis caviarum","Condition","SNOMED"
"1691","Skin infection",4293287,"402990000","Disseminated nocardiosis infection affecting skin","Condition","SNOMED"
"1692","Skin infection",4293433,"403167001","Protothecosis of skin","Condition","SNOMED"
"1693","Skin infection",4293591,"403347003","Superficial acne vulgaris","Condition","SNOMED"
"1694","Skin infection",4294245,"75867005","Acne rosacea, papular type","Condition","SNOMED"
"1695","Skin infection",4294442,"402921005","Pseudomonas aeruginosa folliculitis","Condition","SNOMED"
"1696","Skin infection",4294446,"402938009","Staphylococcal infection of skin","Condition","SNOMED"
"1697","Skin infection",4294447,"402939001","Bacterial pyoderma","Condition","SNOMED"
"1698","Skin infection",4294448,"402940004","Syphilitic chancre of penis","Condition","SNOMED"
"1699","Skin infection",4294552,"402944008","Condylomata lata of perianal skin","Condition","SNOMED"
"1700","Skin infection",4294553,"402946005","Condylomata lata of vulva","Condition","SNOMED"
"1701","Skin infection",4294556,"402954007","Penile chancroid","Condition","SNOMED"
"1702","Skin infection",4294557,"402955008","Vulval chancroid","Condition","SNOMED"
"1703","Skin infection",4294558,"402959002","Leptospirosis with cutaneous involvement","Condition","SNOMED"
"1704","Skin infection",4294561,"402969008","Erythema nodosum caused by Genus Streptococcus","Condition","SNOMED"
"1705","Skin infection",4294566,"402978002","Mycobacterium szulgai infection of skin","Condition","SNOMED"
"1706","Skin infection",4294567,"402982000","Mycobacterium gordonae infection of skin","Condition","SNOMED"
"1707","Skin infection",4294570,"402992008","Disseminated actinomycosis infection affecting skin","Condition","SNOMED"
"1708","Skin infection",4295178,"403484002","Bowenoid papulosis of anus","Condition","SNOMED"
"1709","Skin infection",4295589,"76122006","Hyperkeratosis of pinta","Condition","SNOMED"
"1710","Skin infection",4296066,"402127008","Brucellosis of skin","Condition","SNOMED"
"1711","Skin infection",4296067,"402128003","Cutaneous listeriosis","Condition","SNOMED"
"1712","Skin infection",4296354,"403350000","Acne fulminans with erythema nodosum","Condition","SNOMED"
"1713","Skin infection",4296355,"403352008","Pitch acne","Condition","SNOMED"
"1714","Skin infection",4296356,"403355005","Polyporous comedone","Condition","SNOMED"
"1715","Skin infection",4296450,"76431004","Carbuncle of groin","Condition","SNOMED"
"1716","Skin infection",4297360,"404176003","Follicular occlusion tetrad - hidradenitis, acne conglobata, dissecting cellulitis, pilonidal sinus","Condition","SNOMED"
"1717","Skin infection",4297478,"402201001","Impetiginized atopic dermatitis","Condition","SNOMED"
"1718","Skin infection",4298014,"403840005","Neonatal staphylococcal infection of skin","Condition","SNOMED"
"1719","Skin infection",4298016,"403845000","Neonatal eosinophilic pustular folliculitis","Condition","SNOMED"
"1720","Skin infection",4298474,"402126004","Sexually transmitted bacterial disease affecting skin","Condition","SNOMED"
"1721","Skin infection",4298604,"402215004","Infected discoid eczema","Condition","SNOMED"
"1722","Skin infection",4298715,"402702009","Infective dermatosis of lip","Condition","SNOMED"
"1723","Skin infection",4298718,"402706007","Infective dermatosis of female genitalia","Condition","SNOMED"
"1724","Skin infection",4298741,"402827005","Anogenital hidradenitis suppurativa","Condition","SNOMED"
"1725","Skin infection",4298858,"402931003","Neonatal bacterial paronychia","Condition","SNOMED"
"1726","Skin infection",4298860,"402941000","Syphilitic chancre of vulva","Condition","SNOMED"
"1727","Skin infection",4298862,"402945009","Condylomata lata of penis","Condition","SNOMED"
"1728","Skin infection",4298864,"402953001","Generalized cutaneous pinta","Condition","SNOMED"
"1729","Skin infection",4298866,"402967005","Neonatal staphylococcal scalded skin syndrome","Condition","SNOMED"
"1730","Skin infection",4298867,"402968000","Erythema nodosum caused by Bacteria","Condition","SNOMED"
"1731","Skin infection",4298869,"402977007","Mycobacterium scrofulaceum infection of skin","Condition","SNOMED"
"1732","Skin infection",4298870,"402981007","Mycobacteroides chelonae infection of skin","Condition","SNOMED"
"1733","Skin infection",4298871,"402984004","Mycobacteroides abscessus infection of skin","Condition","SNOMED"
"1734","Skin infection",4298983,"402989009","Primary cutaneous nocardiosis","Condition","SNOMED"
"1735","Skin infection",4298984,"402994009","Actinomycetoma due to Actinomadura pelletieri","Condition","SNOMED"
"1736","Skin infection",4299124,"77816008","Acne detergicans","Condition","SNOMED"
"1737","Skin infection",4299275,"404174000","Neonatal ecthyma gangrenosum","Condition","SNOMED"
"1738","Skin infection",4299557,"402642005","Acne with gram negative folliculitis","Condition","SNOMED"
"1739","Skin infection",4299566,"402709000","Infective dermatosis of perianal skin","Condition","SNOMED"
"1740","Skin infection",4299704,"403351001","Oil acne","Condition","SNOMED"
"1741","Skin infection",4299705,"403354009","Hydration acne","Condition","SNOMED"
